ID	name	location	rest_type	type
23521	Late Night	Domlur	Delivery	Delivery
23522	Banarasi Tadka	Jeevan Bhima Nagar	Quick Bites	Delivery
23522	Bombay Kulfis	Jeevan Bhima Nagar	Dessert Parlor	Delivery
23523	Eggzotic	Domlur	Quick Bites	
23523	Kerala Vibes	Jeevan Bhima Nagar	Casual Dining	Delivery
23524	CraveBelly Veg & Non veg	Old Airport Road	Quick Bites	Delivery
23524	Urban Treat	CV Raman Nagar	Quick Bites	Delivery
23525	Crispy Crust Pizza	Indiranagar	Delivery	Delivery
23525	Breadworks	Indiranagar	Bakery, Cafe	Delivery
23526	Cilantro	Koramangala 4th Block	Casual Dining, Bar	Delivery
23526	Sunny's	Indiranagar	Casual Dining	Delivery
23527	Chinese Fire Dragon	Domlur	Casual Dining	Delivery
23527	Bowl'd over Rice	Indiranagar	Takeaway, Delivery	Delivery
23528	Southease	Jeevan Bhima Nagar	Delivery	Delivery
23528	Vinny's	Domlur	Casual Dining	Delivery
23529	Le Gateau - The Cake Shop	Old Airport Road	Delivery	Desserts
23529	Sweet Truth	Old Airport Road	Delivery	Desserts
23530	Anand Sweets and Savouries	Old Airport Road	Sweet Shop	Desserts
23530	Kanti Sweets	Old Airport Road	Sweet Shop	Desserts
23531	CakeBerries	Old Airport Road	Bakery	Desserts
23531	The Leela Cake Shop - The Leela Palace	Old Airport Road	Dessert Parlor	Desserts
23532	Book My Cakes	Old Airport Road	Bakery	Desserts
23532	Baskin Robbins	Old Airport Road	Dessert Parlor	Desserts
23533	Brown Crust Cafe	Old Airport Road	Cafe	Desserts
23533	The Chocolate Heaven	Old Airport Road	Dessert Parlor, Cafe	Desserts
23534	The Cake Post	Old Airport Road	Bakery	Desserts
23534	4 Mangoes	Old Airport Road	Kiosk	Desserts
23535	Just Bake	Old Airport Road	Bakery	Desserts
23535	Venus Bake Point	Old Airport Road	Bakery	Desserts
23536	The Cake Mart	Old Airport Road	Bakery	Desserts
23536	Cake Dilim	Old Airport Road	Bakery	Desserts
23537	Juicy	Old Airport Road	Beverage Shop	
23537	24 Hours Cake Delivery	Old Airport Road	Delivery	Desserts
23538	Daily Bread	Old Airport Road	Bakery, Quick Bites	Desserts
23538	Bake a Smile	Old Airport Road	Takeaway, Delivery	Desserts
23539	Homey Bake & Juice	Old Airport Road	Bakery, Beverage Shop	Desserts
23539	Amma's Pastries	Thippasandra	Dessert Parlor	Desserts
23540	Gooey & Fluffy	Thippasandra	Delivery	Desserts
23540	Tango Bango	Jeevan Bhima Nagar	Takeaway, Delivery	Desserts
23541	Laddoos	Jeevan Bhima Nagar	Quick Bites, Dessert Parlor	Desserts
23541	Nutty Squirrel	Thippasandra	Takeaway, Delivery	Desserts
23542	Brea	Jeevan Bhima Nagar	Bakery	Desserts
23542	Sweet Chariot	Jeevan Bhima Nagar	Dessert Parlor	Desserts
23543	SKY FOG	Thippasandra	Dessert Parlor, Quick Bites	Desserts
23543	Amrutha Sweets	Thippasandra	Quick Bites	Desserts
23544	Kanti's	Thippasandra	Sweet Shop	Desserts
23544	Bhikaram Chandmal Bhujiawala	Jeevan Bhima Nagar	Quick Bites	Desserts
23545	Cafe Oleiva	Thippasandra	Cafe	Desserts
23545	Chill Out	Thippasandra	Beverage Shop	Desserts
23546	The Pizza Bakery	Indiranagar	Casual Dining	
23546	Corner House Ice Cream	Indiranagar	Dessert Parlor	Desserts
23547	Lavonne	Indiranagar	Cafe, Dessert Parlor	
23547	Natural Ice Cream	Indiranagar	Dessert Parlor	Desserts
23548	Waffle Magic	Indiranagar	Cafe	Desserts
23548	XO Belgian Waffle	Indiranagar	Dessert Parlor	Desserts
23549	GMT - Gelateria Montecatini Terme	Indiranagar	Dessert Parlor	Desserts
23549	Keventers	Indiranagar	Beverage Shop, Dessert Parlor	Desserts
23550	Mama Mia!	Indiranagar	Dessert Parlor, Cafe	Desserts
23550	Gobble Up Churros Cafe	Indiranagar	Dessert Parlor	
23551	Bite Me Cupcakes	Indiranagar	Dessert Parlor	Desserts
23551	Brownie Heaven	Indiranagar	Dessert Parlor	Desserts
23552	Chantilly	Indiranagar	Cafe, Bakery	Desserts
23552	eat.fit	Indiranagar	Quick Bites	Desserts
23553	Tuffreys	CV Raman Nagar	Dessert Parlor	Desserts
23553	The Waffles Hut	Indiranagar	Dessert Parlor	Desserts
23554	Warm Oven	Domlur	Delivery	Desserts
23554	Namdhari's Salad Bar	Indiranagar	Quick Bites	Desserts
23555	The Rolling Pin	Indiranagar	Bakery, Dessert Parlor	Desserts
23555	The Ganache Factory	Domlur	Dessert Parlor, Bakery	Desserts
23556	Salt Mango Tree	Indiranagar	Casual Dining	Desserts
23556	Grubhouse	Indiranagar	Casual Dining, Cafe	Desserts
23557	Eddy's Cafe	Indiranagar	Cafe	Desserts
23557	Cream Stone	Indiranagar	Dessert Parlor	Desserts
23558	Lahe Lahe Santhe	Indiranagar	Cafe	Desserts
23558	Roll Over	Indiranagar	Dessert Parlor	Desserts
23559	Krispy Kreme	Indiranagar	Dessert Parlor	Desserts
23559	Lakeview Milkbar	Indiranagar	Dessert Parlor, Cafe	Desserts
23560	Madhu Iyengars Bakery	Domlur	Bakery	Desserts
23560	Ice Creamist	Indiranagar	Takeaway	Desserts
23561	The Belgian Waffle Co.	Indiranagar	Dessert Parlor	Desserts
23561	Premium Bombay Kulfi	Indiranagar	Kiosk	Desserts
23562	All Shook Up!	Domlur	Dessert Parlor, Beverage Shop	Desserts
23562	Under The Tree	Domlur	Dessert Parlor	Desserts
23563	Troll	Indiranagar	Dessert Parlor	Desserts
23563	Just Kulfi	Jeevan Bhima Nagar	Dessert Parlor	Desserts
23564	Tempteys	Indiranagar	Dessert Parlor, Beverage Shop	Desserts
23564	Breadworks	Indiranagar	Bakery, Cafe	
23565	New Udupi Fresh Juice Centre	CV Raman Nagar	Quick Bites	Desserts
23565	New Shanthi Sagar	Domlur	Casual Dining	Desserts
23566	Neffy's - Cakes & More	Indiranagar	Bakery	Desserts
23566	Choco Allure	Indiranagar	Takeaway, Delivery	Desserts
23567	Bombay Kulfis	Jeevan Bhima Nagar	Dessert Parlor	Desserts
23567	Taantraa - Organic Handbaking	Indiranagar	Delivery	Desserts
23568	Big Pitcher	Old Airport Road	Pub, Microbrewery	
23568	Citrus - The Leela Palace	Old Airport Road	Fine Dining	Dine-out
23569	Jamavar - The Leela Palace	Old Airport Road	Fine Dining	Dine-out
23569	Zaitoon	Old Airport Road	Casual Dining	Dine-out
23570	CloudNYN - Sterling Mac Hotel	Old Airport Road	Bar	Dine-out
23570	Limelight - Royal Orchid Hotel	Old Airport Road	Fine Dining	Dine-out
23571	20 Char - Sterlings MAC Hotel	Old Airport Road	Casual Dining, Bar	Dine-out
23571	Tiger Trail - Royal Orchid Hotel	Old Airport Road	Fine Dining	Dine-out
23572	Hyderabad Biryaani House	Old Airport Road	Casual Dining	Dine-out
23572	Le Cirque Signature - The Leela Palace	Old Airport Road	Fine Dining	Dine-out
23573	Zen - The Leela Palace	Old Airport Road	Fine Dining	Dine-out
23573	XU	Old Airport Road	Club, Casual Dining	Dine-out
23574	Hello Resto-Pub	Old Airport Road	Casual Dining, Pub	Dine-out
23574	Shebestan - Sterlings MAC Hotel	Old Airport Road	Casual Dining	Dine-out
23575	Nizam's Biryani House	Old Airport Road	Casual Dining	Dine-out
23575	Rahhams	Old Airport Road	Casual Dining	Dine-out
23576	Odia Dine	Old Airport Road	Quick Bites	Dine-out
23576	Suchithra Biryani House	Old Airport Road	Casual Dining	Dine-out
23577	Shanmukha	Old Airport Road	Casual Dining	Dine-out
23577	Sri Udupi Park	Old Airport Road	Casual Dining	Dine-out
23578	Budget Food	Old Airport Road	Casual Dining	Dine-out
23578	New Udupi Garden	Old Airport Road	Quick Bites	Dine-out
23579	One Chu Restaurant	Old Airport Road	Casual Dining	Dine-out
23579	Brown Crust Cafe	Old Airport Road	Cafe	Dine-out
23580	Gurukrupa Paratha House	Old Airport Road	Quick Bites	Dine-out
23580	Kolkata Famous Kati Rolls	Old Airport Road	Kiosk	Dine-out
23581	Pizza Hut	Old Airport Road	Casual Dining	Dine-out
23581	Oyster Bay	Old Airport Road	Casual Dining	Dine-out
23582	Ginseng - Royal Orchid Hotel	Old Airport Road	Fine Dining	Dine-out
23582	Library Bar - The Leela Palace	Old Airport Road	Lounge	
23583	WAT Bar - Sterlings MAC Hotel	Old Airport Road	Lounge	Dine-out
23583	Java	Old Airport Road	Casual Dining	Dine-out
23584	Simhapuri Mess	Old Airport Road	Mess	Dine-out
23584	Breezes - Hotel Pigeon International	Old Airport Road	Casual Dining	Dine-out
23585	Palki Restaurant	Old Airport Road	Casual Dining	Dine-out
23585	Chit Chat Cafe	Old Airport Road	Beverage Shop, Quick Bites	Dine-out
23586	Sri Udupi	Old Airport Road	Quick Bites	Dine-out
23586	Frozen Bite	Old Airport Road	Beverage Shop	Dine-out
23587	The Spice Box	Old Airport Road	Casual Dining	Dine-out
23587	J's Pastas and Pizzas	Old Airport Road		
23588	Cafe Coffee Day	Old Airport Road	Cafe	Dine-out
23588	Chatora Singh	Old Airport Road	Quick Bites	Dine-out
23589	KFC	Old Airport Road	Quick Bites	Dine-out
23589	Chef's Cap Chinese Cuisine Restaurant	Old Airport Road	Quick Bites	Dine-out
23590	Ramji Chaiwale	Old Airport Road	Quick Bites	Dine-out
23590	Hotel Salala	Old Airport Road	Quick Bites	Dine-out
23591	Bhookha Sher	Old Airport Road	Quick Bites	Dine-out
23591	The Punjabi Bites	Old Airport Road	Quick Bites	Dine-out
23592	Sri Udupi Park	Old Airport Road	Quick Bites	Dine-out
23592	Amar Kolkata	Old Airport Road	Quick Bites	Dine-out
23593	Domino's Pizza	Old Airport Road	Quick Bites	Dine-out
23593	Ambur Hot Dum Biryani	Old Airport Road	Quick Bites	Dine-out
23594	New Punjabi Hotel	Old Airport Road	Quick Bites	Dine-out
23594	The Chocolate Heaven	Old Airport Road	Dessert Parlor, Cafe	Dine-out
23595	Madurai Idly Shop	Old Airport Road	Quick Bites	Dine-out
23595	New Royal Paris Restaurant	Old Airport Road	Quick Bites	Dine-out
23596	McDonald's	Old Airport Road	Quick Bites	Dine-out
23596	Faasos	Old Airport Road	Quick Bites	Dine-out
23597	Mummy's Kitchen	Old Airport Road	Quick Bites	Dine-out
23597	Zawaa Foods	Old Airport Road	Quick Bites	Dine-out
23598	Crispy Fried Chicken	Old Airport Road	Quick Bites	Dine-out
23598	Andhra Ruchulu	Old Airport Road	Quick Bites	Dine-out
23599	L'inoui - The Leela Palace	Old Airport Road	Dessert Parlor	Dine-out
23599	Nandini Andhra Style Mess	Old Airport Road	Quick Bites	Dine-out
23600	Kisna Cafe	Old Airport Road	Quick Bites	Dine-out
23600	Meat And Eat (ME)	Old Airport Road	Quick Bites	Dine-out
23601	Shree Durga	Old Airport Road	Quick Bites	Dine-out
23601	Mac Fast Food	Old Airport Road	Quick Bites	Dine-out
23602	Nandanavanam	Old Airport Road	Quick Bites	Dine-out
23602	RJ Food Plaza	Old Airport Road	Quick Bites	Dine-out
23603	Daily Bread	Old Airport Road	Bakery, Quick Bites	Dine-out
23603	Kolkatta Famous Kati Rolls	Old Airport Road	Quick Bites	Dine-out
23604	Desi Bytes	Old Airport Road	Quick Bites	Dine-out
23604	Srinidhi Sagar	Old Airport Road	Quick Bites	Dine-out
23605	Burger Bite House	Old Airport Road	Quick Bites	Dine-out
23605	Ambur Biriyani	Old Airport Road	Quick Bites	Dine-out
23606	CraveBelly Veg & Non veg	Old Airport Road	Quick Bites	Dine-out
23606	Plantain Leaf	Thippasandra	Casual Dining	Dine-out
23607	Rannaghar	Jeevan Bhima Nagar	Casual Dining	Dine-out
23607	Beijing Bites	Jeevan Bhima Nagar	Casual Dining	Dine-out
23608	Bekal	Jeevan Bhima Nagar	Casual Dining	Dine-out
23608	The Biryanis	Jeevan Bhima Nagar	Casual Dining	Dine-out
23609	Mani's Dum Biryani	Jeevan Bhima Nagar	Casual Dining	Dine-out
23609	Talk Over Table	Jeevan Bhima Nagar	Cafe	Dine-out
23610	Mood For Food	Jeevan Bhima Nagar	Casual Dining	Dine-out
23610	Delicacy	Jeevan Bhima Nagar	Casual Dining	Dine-out
23611	Green Pepper	Jeevan Bhima Nagar	Casual Dining	Dine-out
23611	Chaai Resto	Jeevan Bhima Nagar	Cafe, Quick Bites	Dine-out
23612	Coast	Jeevan Bhima Nagar	Casual Dining	Dine-out
23612	Donne Biriyani Mane	Jeevan Bhima Nagar	Quick Bites	Dine-out
23613	Jaishree Pavilion	Thippasandra	Casual Dining	Dine-out
23613	Sree Spicy Hub	Jeevan Bhima Nagar	Casual Dining	Dine-out
23614	Bengaluru House	Jeevan Bhima Nagar	Casual Dining	Dine-out
23614	Swaadpurna	Jeevan Bhima Nagar	Casual Dining	Dine-out
23615	Malabar	Jeevan Bhima Nagar	Quick Bites	Dine-out
23615	Fazzito Kitchen	Thippasandra	Casual Dining	
23616	Sri Ganesh Fruit Juice Centre	Thippasandra	Beverage Shop	Dine-out
23616	Savoury Express	Jeevan Bhima Nagar	Casual Dining	Dine-out
23617	HomeDeli Kitchen	Jeevan Bhima Nagar		Dine-out
23617	Night Booze	Thippasandra	Casual Dining, Bar	Dine-out
23618	Sandras Bar & Restaurant	Thippasandra	Casual Dining	Dine-out
23618	Kaayal	Jeevan Bhima Nagar	Casual Dining	Dine-out
23619	Sree Abhiruchi	Thippasandra	Quick Bites	Dine-out
23619	Serenitea4u	Jeevan Bhima Nagar	Beverage Shop, Quick Bites	Dine-out
23620	Haveli	Thippasandra	Casual Dining	Dine-out
23620	Ambur Hot Dum Biriyani	Jeevan Bhima Nagar	Quick Bites	Dine-out
23621	9th Cross Cafe	Jeevan Bhima Nagar	Cafe	Dine-out
23621	Crunch Pizzas	Thippasandra		Dine-out
23622	Chakh Le Foods	Jeevan Bhima Nagar	Casual Dining	Dine-out
23622	Aathurar	Jeevan Bhima Nagar	Casual Dining	Dine-out
23623	Kerala Vibes	Jeevan Bhima Nagar	Casual Dining	Dine-out
23623	Leon Grill	Jeevan Bhima Nagar	Quick Bites	Dine-out
23624	Le Casse Crote	Thippasandra	Quick Bites	Dine-out
23624	Chandni Chowk 2 Bangalore	Jeevan Bhima Nagar	Quick Bites	Dine-out
23625	Motis Kitchen	Thippasandra	Quick Bites	Dine-out
23625	Cafe Grill	Jeevan Bhima Nagar	Quick Bites	Dine-out
23626	Samosa Party	Jeevan Bhima Nagar	Quick Bites	Dine-out
23626	Spicy Corner	Jeevan Bhima Nagar	Quick Bites	Dine-out
23627	Red Kitchen	Jeevan Bhima Nagar	Quick Bites	Dine-out
23627	Snacks Joint	Jeevan Bhima Nagar	Quick Bites	Dine-out
23628	Bharpur Aahar	Jeevan Bhima Nagar	Quick Bites	Dine-out
23628	Taza Tawa	Jeevan Bhima Nagar	Quick Bites	Dine-out
23629	Laddoos	Jeevan Bhima Nagar	Quick Bites, Dessert Parlor	Dine-out
23629	Hotel Karavali	Jeevan Bhima Nagar	Quick Bites	Dine-out
23630	Johny's Kitchen	Jeevan Bhima Nagar	Quick Bites	Dine-out
23630	Goli Vada Pav No. 1	Thippasandra	Quick Bites	Dine-out
23631	Chai Resto	Jeevan Bhima Nagar	Quick Bites	Dine-out
23631	Swaad	Jeevan Bhima Nagar	Quick Bites	Dine-out
23632	Bob's Restaurant	Jeevan Bhima Nagar	Quick Bites	Dine-out
23632	Sagar Deluxe	Jeevan Bhima Nagar	Quick Bites	Dine-out
23633	Khushi Kitchen	Thippasandra	Quick Bites	Dine-out
23633	Calcutta Victoria Chat House	Jeevan Bhima Nagar	Quick Bites	Dine-out
23634	Nizaam's Kaati Rolls & Kebabs	Jeevan Bhima Nagar	Quick Bites	Dine-out
23634	Shri Krishna Bhavan	Thippasandra	Quick Bites	Dine-out
23635	Rotti Mane	Thippasandra	Quick Bites	Dine-out
23635	No More Hungry	Jeevan Bhima Nagar	Takeaway, Delivery	Dine-out
23636	Brea	Jeevan Bhima Nagar	Bakery	Dine-out
23636	Snack'Ups	Thippasandra	Quick Bites	Dine-out
23637	Hungry Darjeeling Chinese and Thai	Thippasandra	Quick Bites	Dine-out
23637	SKY FOG	Thippasandra	Dessert Parlor, Quick Bites	Dine-out
23638	Amrutha Sweets	Thippasandra	Quick Bites	Dine-out
23638	Mary Cafe	Thippasandra	Quick Bites	Dine-out
23639	Biryani Club	Jeevan Bhima Nagar	Quick Bites	Dine-out
23639	Bhikaram Chandmal Bhujiawala	Jeevan Bhima Nagar	Quick Bites	Dine-out
23640	Bangalore Grill House	Thippasandra	Quick Bites	Dine-out
23640	Bun Maska Chai	Jeevan Bhima Nagar	Quick Bites	Dine-out
23641	Home Touch Hotel	Jeevan Bhima Nagar	Quick Bites	Dine-out
23641	Biryani Palace	Jeevan Bhima Nagar	Quick Bites	Dine-out
23642	Krish Punjabi Kitchen	Thippasandra	Quick Bites	Dine-out
23642	Donne Biryani Angadi Mane	Thippasandra	Quick Bites	Dine-out
23643	Sri Lakshmi Darshini	Thippasandra	Quick Bites	Dine-out
23643	Banarasi Tadka	Jeevan Bhima Nagar	Quick Bites	Dine-out
23644	Roti Shotti	Jeevan Bhima Nagar	Quick Bites	Dine-out
23644	The Spicy Kitchen	Thippasandra	Quick Bites	Dine-out
23645	Barbeque Nation	Indiranagar	Casual Dining	
23645	Bob's Bar	Indiranagar	Bar, Casual Dining	
23646	Dindigul Thalappakatti	Indiranagar	Casual Dining	
23646	Burma Burma	Indiranagar	Casual Dining	
23647	Bombay Brasserie	Indiranagar	Casual Dining	
23647	Vapour Pub & Brewery	Indiranagar	Microbrewery, Pub	
23648	Nevermind - Bar & Social	Indiranagar	Bar, Casual Dining	Dine-out
23648	The Fatty Bao - Asian Gastro Bar	Indiranagar	Casual Dining, Bar	
23649	Delhi Highway	Indiranagar	Casual Dining	
23649	LOFT38	Indiranagar	Lounge, Casual Dining	
23650	The Black Rabbit	Indiranagar	Bar, Casual Dining	
23650	1131 Bar + Kitchen	Indiranagar	Bar, Casual Dining	
23651	Smoke House Deli	Indiranagar	Casual Dining	Dine-out
23651	Tipsy Bull - The Bar Exchange	Indiranagar	Bar, Casual Dining	
23652	Chianti	Indiranagar	Casual Dining	Dine-out
23652	Sly Granny - The Community House	Indiranagar	Fine Dining, Bar	
23653	BTDT? Been There Done That	Indiranagar	Bar, Casual Dining	Dine-out
23653	SantSpa Cuisine	Indiranagar	Casual Dining	Dine-out
23654	Little Italy	Indiranagar	Casual Dining	Dine-out
23654	MISU	Indiranagar	Casual Dining	
23655	Mainland China	Indiranagar	Casual Dining	Dine-out
23655	Tandoori Taal	Indiranagar	Casual Dining	Dine-out
23656	Dhaba - Estd 1986 Delhi	Indiranagar	Casual Dining, Bar	Dine-out
23656	Bricklane	Indiranagar	Casual Dining	Dine-out
23657	Urban Tamaasha	Indiranagar	Casual Dining	
23657	Tippler	Indiranagar	Pub	
23658	Monkey Bar	Indiranagar	Pub	
23658	Bhartiya Jalpan	Indiranagar	Casual Dining	Dine-out
23659	Pasta Street	Indiranagar	Casual Dining	
23659	Mamagoto	Indiranagar	Casual Dining	
23660	Bologna	Indiranagar	Casual Dining	
23660	Ciclo Cafe	Indiranagar	Cafe, Casual Dining	
23661	Nando's	Indiranagar	Casual Dining	
23661	Phobidden Fruit	Indiranagar	Casual Dining	
23662	Lazy Suzy	Indiranagar	Cafe, Bakery	
23662	Ministry of Food - Hilton Bangalore Embassy GolfLinks	Domlur	Fine Dining	Dine-out
23663	Lono	Indiranagar	Lounge, Casual Dining	Dine-out
23663	Oye Amritsar	Indiranagar	Casual Dining	Dine-out
23664	The Humming Tree	Indiranagar	Lounge	Dine-out
23664	NH8	Indiranagar	Casual Dining	Dine-out
23665	Murphy's Brewhouse - The Paul Bangalore	Domlur	Pub, Microbrewery	Dine-out
23665	Empire Restaurant	Indiranagar	Casual Dining	
23666	Peacock	Indiranagar	Casual Dining	Dine-out
23666	Pot Biryani	Domlur	Casual Dining	
23667	Southindies	Indiranagar	Casual Dining	Dine-out
23667	Nandhana Palace	Indiranagar	Casual Dining, Bar	Dine-out
23668	Haute	Indiranagar	Casual Dining	Dine-out
23668	Loveshack	Domlur	Lounge, Cafe	Dine-out
23669	Sanchez Taqueria & Cantina	Indiranagar	Casual Dining	Dine-out
23669	Chai Days	Indiranagar	Cafe	Dine-out
23670	Swing	Indiranagar	Casual Dining, Bar	Dine-out
23670	Plan B	Indiranagar	Casual Dining, Pub	
23671	Aaha Andhra	Indiranagar	Casual Dining	Dine-out
23671	House Of Seitan	Indiranagar	Cafe	Dine-out
23672	Bean Flickers	Indiranagar	Cafe	Dine-out
23672	Jonah's	Indiranagar	Casual Dining, Bar	
23673	Agent Jack's Bar	Indiranagar	Bar	Dine-out
23673	Hangover	Indiranagar	Bar, Casual Dining	Dine-out
23674	Sherlock's Pub	Indiranagar	Pub, Casual Dining	Dine-out
23674	Cup Chronicles Cafe	Indiranagar	Quick Bites	Dine-out
23675	Anjappar	Indiranagar	Casual Dining	Dine-out
23675	Tea Brew	Indiranagar	Cafe, Casual Dining	Dine-out
23676	Infinitea Tea Room & Tea Store	Indiranagar	Casual Dining, Cafe	Dine-out
23676	The Kebab Room - Restaurant & Brewery	Indiranagar	Casual Dining, Microbrewery	Dine-out
23677	Jimi's Beer Cafe	Indiranagar	Bar	Dine-out
23677	Xtreme Sports Bar	Indiranagar	Lounge	Dine-out
23678	Waffle Magic	Indiranagar	Cafe	Dine-out
23678	The Ants Cafe & Store	Indiranagar	Cafe	Dine-out
23679	Smally's Resto Cafe	Indiranagar	Cafe	
23679	Pecos Stones	Indiranagar	Pub, Casual Dining	Dine-out
23680	Zaica Dine & Wine	Indiranagar	Casual Dining	Dine-out
23680	Copper Chimney	Indiranagar	Casual Dining	Dine-out
23681	Vietnamese Kitchen	Indiranagar	Casual Dining	Dine-out
23681	Fog City Cafe	Indiranagar	Cafe	Dine-out
23682	Shaap	Indiranagar	Casual Dining	Dine-out
23682	Bottle & Glass	Indiranagar	Bar, Casual Dining	Dine-out
23683	Vembanad - The Paul	Domlur	Casual Dining	Dine-out
23683	BabaYaga's	Indiranagar	Bar, Casual Dining	Dine-out
23684	Sriracha Robata & Contemporary Pan Asian Dining	Indiranagar	Casual Dining	
23684	Cafe Braqa	Indiranagar	Cafe	Dine-out
23685	Bootlegger	Indiranagar	Lounge	Dine-out
23685	The Tiny Taproom	Indiranagar	Bar, Casual Dining	Dine-out
23686	Tunday Kababi	Indiranagar	Casual Dining	Dine-out
23686	Blistering Barnacles	Indiranagar	Pub	Dine-out
23687	The Hub & The Bar - Hotel Ramada Encore	Domlur	Casual Dining, Bar	Dine-out
23687	KLINX - Hilton Bangalore Embassy GolfLinks	Domlur	Bar	Dine-out
23688	Regulars Pub & Grub	Indiranagar	Pub, Casual Dining	Dine-out
23688	Bflat Bar	Indiranagar	Lounge	Dine-out
23689	Singh Saab	Indiranagar	Casual Dining	Dine-out
23689	Tata Cha	Indiranagar	Cafe	
23690	Fai Dang	Indiranagar	Casual Dining	Dine-out
23690	AhimsaAmrit Green Cafe	Indiranagar	Casual Dining	Dine-out
23691	Keto Kitchen	Indiranagar	Takeaway, Delivery	Dine-out
23691	Little Orissa Restaurant	Indiranagar	Casual Dining	Dine-out
23692	The Paramount Hotel	Domlur	Casual Dining	Dine-out
23692	Salt Mango Tree	Indiranagar	Casual Dining	Dine-out
23693	Andal Mess	Indiranagar	Mess	Dine-out
23693	Grubhouse	Indiranagar	Casual Dining, Cafe	Dine-out
23694	Just Khao Suey	Indiranagar	Casual Dining	Dine-out
23694	Just Eat	Indiranagar	Quick Bites	Dine-out
23695	Sri Udupi Food Hub	Domlur	Casual Dining	Dine-out
23695	Treat	Indiranagar	Casual Dining	Dine-out
23696	Snack House	Indiranagar	Quick Bites	Dine-out
23696	Lahe Lahe Santhe	Indiranagar	Cafe	Dine-out
23697	Delite Chaat House	Indiranagar	Quick Bites	Dine-out
23697	Nandhini Paradise	Indiranagar	Casual Dining	Dine-out
23698	The Salt Grill - Hilton Bangalore Embassy Golflinks	Domlur	Fine Dining	Dine-out
23698	Head O State	Indiranagar	Casual Dining, Bar	Dine-out
23699	Vinny's	Domlur	Casual Dining	Dine-out
23699	D'Cafe	Domlur	Cafe	Dine-out
23700	Gobble Up Churros Cafe	Indiranagar	Dessert Parlor	Dine-out
23700	DVG Benne Dosa	Domlur	Quick Bites	Dine-out
23701	UBCR	Indiranagar	Quick Bites	Dine-out
23701	Cita Pani	Indiranagar	Quick Bites	Dine-out
23702	eat.fit	Indiranagar	Quick Bites	Dine-out
23702	Kerala Pavilion	Domlur	Quick Bites	Dine-out
23703	iSpice Resto Cafe	Indiranagar	Quick Bites	Dine-out
23703	Namdhari's Salad Bar	Indiranagar	Quick Bites	Dine-out
23704	Knight Riders	Domlur	Bar	Dine-out
23704	Kitchen of Joy	Indiranagar	Quick Bites	Dine-out
23705	Big Mummy	Indiranagar	Quick Bites	Dine-out
23705	Cafe Srinidhi	Indiranagar	Quick Bites	Dine-out
23706	Paratha Plaza	Indiranagar	Quick Bites	
23706	Chungs Pavilion	Indiranagar	Casual Dining	Dine-out
23707	Bhagini Icon Boutique Hotel	Indiranagar	Casual Dining	Dine-out
23707	Sri Krishna Sagar	Domlur	Quick Bites	Dine-out
23708	Santrupthi Khanavalli	CV Raman Nagar	Quick Bites	Dine-out
23708	Shake It Off	Indiranagar	Quick Bites	Dine-out
23709	Kasol Cafe	Indiranagar	Quick Bites	Dine-out
23709	Lakeview Milkbar	Indiranagar	Dessert Parlor, Cafe	Dine-out
23710	Cafe Ritzz	Indiranagar	Casual Dining	Dine-out
23710	Eat Well	Indiranagar	Quick Bites	Dine-out
23711	Cheesy Juicy Burgers	Indiranagar	Quick Bites	Dine-out
23711	Chung Wah Express	Indiranagar	Casual Dining	Dine-out
23712	California Burrito	Domlur	Food Court, Quick Bites	Dine-out
23712	Happenwell Cafe Lounge	Indiranagar	Quick Bites	Dine-out
23713	Flavors of India	Domlur	Casual Dining	Dine-out
23713	Anju's Cafe	Indiranagar	Quick Bites	Dine-out
23714	Hatti Kaapi	Indiranagar	Quick Bites	Dine-out
23714	Cup Shup	Indiranagar	Cafe	Dine-out
23715	Bites 2 Binge	Indiranagar	Casual Dining	Dine-out
23715	Big Chick Fried Chicken	Kaggadasapura	Quick Bites	Dine-out
23716	Pathaan Sir	Indiranagar	Quick Bites	Dine-out
23716	Quench Bar	Domlur	Bar	Dine-out
23717	Lakshmi Bhog Sweets and Snacks	CV Raman Nagar	Quick Bites	Dine-out
23717	Sethji Home Made Food	Indiranagar	Quick Bites	Dine-out
23718	Wow Vada Pav	Indiranagar	Quick Bites	Dine-out
23718	Andhra Mess	Domlur	Mess	Dine-out
23719	Tayabbs	Indiranagar	Quick Bites	Dine-out
23719	Achayyan's	Indiranagar	Quick Bites	Dine-out
23720	Banana Leaf	Domlur	Casual Dining	Dine-out
23720	Drunken Monkey	CV Raman Nagar	Beverage Shop, Quick Bites	Dine-out
23721	Hotel Hyperdine	Indiranagar	Quick Bites	Dine-out
23721	Chinese Fire Dragon	Domlur	Casual Dining	Dine-out
23722	Punjab Bistro	CV Raman Nagar	Food Court	Dine-out
23722	Walnut Kitchen	Domlur	Quick Bites	Dine-out
23723	Momo Rice Noodles	Domlur	Quick Bites	Dine-out
23723	Rajan's Cafe	Domlur	Quick Bites	Dine-out
23724	Subway	Indiranagar	Quick Bites	Dine-out
23724	Sbarro	Domlur	Quick Bites	Dine-out
23725	New Shanthi Sagar	Domlur	Casual Dining	Dine-out
23725	Cross Roads Cafe	Indiranagar	Cafe	Dine-out
23726	Chai & Kadi	Indiranagar	Quick Bites	Dine-out
23726	Amexicano	East Bangalore	Food Truck	Dine-out
